,Buckeye,Freq,Log Freq,Fischer,Freq,Log Freq,Google ,Freq,Log Freq,Switchboard,Freq,Log Freq
booklet,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,3424968,3.34E-06,-12.60902154,8,5.46E-06,-12.11725304
booklets,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,903875,8.82E-07,-13.94117787,3,2.05E-06,-13.0980823
books,28,9.91E-05,-9.219494771,4117,0.000195806,-8.538387735,98058172,9.57E-05,-9.254552777,226,0.00015437,-8.776159586
bookstore,2,7.08E-06,-11.8585521,137,6.52E-06,-11.94128683,2696689,2.63E-06,-12.84808895,,,
bookstores,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,1534247,1.50E-06,-13.41207396,,,
boom,4,1.42E-05,-11.16540492,227,1.08E-05,-11.43631774,3987554,3.89E-06,-12.45693566,9,6.15E-06,-11.99947001
boomer,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,247160,2.41E-07,-15.23783305,1,6.83E-07,-14.19669459
boomers,3,1.06E-05,-11.45308699,15,7.13E-07,-14.15321756,605879,5.91E-07,-14.34118865,,,
booming,1,3.54E-06,-12.55169928,32,1.52E-06,-13.39553185,990128,9.66E-07,-13.85003472,1,6.83E-07,-14.19669459
boon,1,3.54E-06,-12.55169928,18,8.56E-07,-13.970896,531367,5.18E-07,-14.47241602,,,
boone,1,3.54E-06,-12.55169928,,,,86879,8.48E-08,-16.2833526,,,
boost,1,3.54E-06,-12.55169928,78,3.71E-06,-12.50455893,10165696,9.92E-06,-11.52109476,6,4.10E-06,-12.40493512
booster,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,1468915,1.43E-06,-13.45558964,5,3.42E-06,-12.58725667
boots,1,3.54E-06,-12.55169928,58,2.76E-06,-12.80082475,6968875,6.80E-06,-11.89865987,6,4.10E-06,-12.40493512
borden,1,3.54E-06,-12.55169928,,,,25136,2.45E-08,-17.52356787,1,6.83E-07,-14.19669459
borden's,1,3.54E-06,-12.55169928,,,,,,,,,
border,3,1.06E-05,-11.45308699,577,2.74E-05,-10.50342549,16382390,1.60E-05,-11.04390669,44,3.01E-05,-10.41250495
borderline,1,3.54E-06,-12.55169928,50,2.38E-06,-12.94924475,643233,6.28E-07,-14.28136193,3,2.05E-06,-13.0980823
bored,4,1.42E-05,-11.16540492,548,2.61E-05,-10.55499247,4017194,3.92E-06,-12.44953002,24,1.64E-05,-11.01864076
boring,13,4.60E-05,-9.986749924,1030,4.90E-05,-9.923953676,5419918,5.29E-06,-12.15003299,46,3.14E-05,-10.36805319
born,49,0.000173405,-8.659878983,2037,9.69E-05,-9.242034341,36190365,3.53E-05,-10.25132075,78,5.33E-05,-9.839985759
borrow,2,7.08E-06,-11.8585521,90,4.28E-06,-12.36145809,3389894,3.31E-06,-12.61931502,13,8.88E-06,-11.63174523
boss,3,1.06E-05,-11.45308699,414,1.97E-05,-10.83540178,7717228,7.53E-06,-11.79665844,38,2.60E-05,-10.55910843
bosses,1,3.54E-06,-12.55169928,58,2.76E-06,-12.80082475,1386907,1.35E-06,-13.51303758,5,3.42E-06,-12.58725667
boston,4,1.42E-05,-11.16540492,1483,7.05E-05,-9.559445415,2787936,2.72E-06,-12.81481213,50,3.42E-05,-10.28467158
botany,2,7.08E-06,-11.8585521,1,4.76E-08,-16.86126776,424722,4.14E-07,-14.69643411,,,
both,95,0.000336194,-7.997822389,6145,0.000292258,-8.137873735,200700967,0.000195823,-8.538297597,556,0.000379777,-7.875926291
bother,22,7.79E-05,-9.460656828,1034,4.92E-05,-9.920077702,4781352,4.67E-06,-12.27539032,75,5.12E-05,-9.879206472
bothered,8,2.83E-05,-10.47225774,322,1.53E-05,-11.08671621,2115606,2.06E-06,-13.09077237,32,2.19E-05,-10.73095868
bothering,5,1.77E-05,-10.94226137,111,5.28E-06,-12.15173756,664331,6.48E-07,-14.24908843,7,4.78E-06,-12.25078444
bothers,7,2.48E-05,-10.60578913,475,2.26E-05,-10.69795295,664994,6.49E-07,-14.24809093,46,3.14E-05,-10.36805319
bottle,9,3.18E-05,-10.3544747,228,1.08E-05,-11.43192213,10452966,1.02E-05,-11.49322791,22,1.50E-05,-11.10565213
bottled,1,3.54E-06,-12.55169928,36,1.71E-06,-13.27774882,1237851,1.21E-06,-13.62673686,1,6.83E-07,-14.19669459
bottles,2,7.08E-06,-11.8585521,91,4.33E-06,-12.35040825,5084913,4.96E-06,-12.21383575,73,4.99E-05,-9.906235144
bottom,14,4.95E-05,-9.912641951,660,3.14E-05,-10.36902792,34618998,3.38E-05,-10.29571106,61,4.17E-05,-10.08582072
bottoms,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,925402,9.03E-07,-13.91764071,4,2.73E-06,-12.81040022
bought,44,0.000155711,-8.767509647,1720,8.18E-05,-9.411188187,29759765,2.90E-05,-10.44695636,376,0.000256828,-8.267105442
boulevard,1,3.54E-06,-12.55169928,46,2.19E-06,-13.03262636,507297,4.95E-07,-14.51877232,2,1.37E-06,-13.5035474
bounce,1,3.54E-06,-12.55169928,70,3.33E-06,-12.61277251,2712662,2.65E-06,-12.84218323,3,2.05E-06,-13.0980823
bouncing,1,3.54E-06,-12.55169928,42,2.00E-06,-13.12359814,1397829,1.36E-06,-13.50519335,7,4.78E-06,-12.25078444
bound,1,3.54E-06,-12.55169928,138,6.56E-06,-11.93401407,18747773,1.83E-05,-10.9090387,12,8.20E-06,-11.71178794
boundaries,1,3.54E-06,-12.55169928,102,4.85E-06,-12.23629494,8537762,8.33E-06,-11.69561476,9,6.15E-06,-11.99947001
bout,2,7.08E-06,-11.8585521,38,1.81E-06,-13.2236816,2648671,2.58E-06,-12.86605567,1,6.83E-07,-14.19669459
bow,3,1.06E-05,-11.45308699,38,1.81E-06,-13.2236816,5175719,5.05E-06,-12.1961354,4,2.73E-06,-12.81040022
bowery,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,17479,1.71E-08,-17.88686879,,,
bowing,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,362305,3.53E-07,-14.85538255,,,
bowl,4,1.42E-05,-11.16540492,398,1.89E-05,-10.87481575,7510021,7.33E-06,-11.82387541,34,2.32E-05,-10.67033406
bowled,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,309519,3.02E-07,-15.01284947,,,
bowling,1,3.54E-06,-12.55169928,329,1.56E-05,-11.06521001,3007243,2.93E-06,-12.73908996,11,7.51E-06,-11.79879931
box,11,3.89E-05,-10.15380401,744,3.54E-05,-10.24922672,65860939,6.43E-05,-9.652568137,58,3.96E-05,-10.13625157
boxes,3,1.06E-05,-11.45308699,232,1.10E-05,-11.41453039,16309935,1.59E-05,-11.04833924,39,2.66E-05,-10.53313294
boxspring,1,3.54E-06,-12.55169928,,,,15496,1.51E-08,-18.00728702,,,
boy,71,0.000251261,-8.289019404,2920,0.000138876,-8.881928862,31327435,3.06E-05,-10.39561944,368,0.000251363,-8.288611647
boycotted,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,151255,1.48E-07,-15.7289018,,,
boyfriend,9,3.18E-05,-10.3544747,1045,4.97E-05,-9.909495592,4157730,4.06E-06,-12.41514442,9,6.15E-06,-11.99947001
boyfriend's,3,1.06E-05,-11.45308699,114,5.42E-06,-12.12506931,,,,1,6.83E-07,-14.19669459
boyfriends,3,1.06E-05,-11.45308699,74,3.52E-06,-12.55720266,415734,4.06E-07,-14.71782332,2,1.37E-06,-13.5035474
boys,42,0.000148633,-8.814029663,1291,6.14E-05,-9.698095366,29170087,2.85E-05,-10.4669699,133,9.08E-05,-9.306345457
bracelets,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,1804646,1.76E-06,-13.24974922,,,
braces,2,7.08E-06,-11.8585521,18,8.56E-07,-13.970896,1348175,1.32E-06,-13.54136185,,,
brackets,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,3250424,3.17E-06,-12.66132822,3,2.05E-06,-13.0980823
brad,1,3.54E-06,-12.55169928,43,2.05E-06,-13.10006764,689512,6.73E-07,-14.21188485,,,
bradley,7,2.48E-05,-10.60578913,17,8.09E-07,-14.02805441,263022,2.57E-07,-15.17563127,1,6.83E-07,-14.19669459
bradley's,1,3.54E-06,-12.55169928,,,,,,,,,
brady,1,3.54E-06,-12.55169928,33,1.57E-06,-13.3647602,225062,2.20E-07,-15.33149303,2,1.37E-06,-13.5035474
bragging,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,396270,3.87E-07,-14.76577315,3,2.05E-06,-13.0980823
brailles,1,3.54E-06,-12.55169928,,,,424,4.14E-10,-21.60589077,,,
brain,21,7.43E-05,-9.507176843,461,2.19E-05,-10.72786971,21328744,2.08E-05,-10.78005802,13,8.88E-06,-11.63174523
brain's,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,,,,1,6.83E-07,-14.19669459
brainer,2,7.08E-06,-11.8585521,35,1.66E-06,-13.3059197,347356,3.39E-07,-14.89751876,,,
brains,3,1.06E-05,-11.45308699,83,3.95E-06,-12.44242715,2549608,2.49E-06,-12.90417405,3,2.05E-06,-13.0980823
branch,3,1.06E-05,-11.45308699,103,4.90E-06,-12.22653877,17106230,1.67E-05,-11.00067095,9,6.15E-06,-11.99947001
brand,11,3.89E-05,-10.15380401,368,1.75E-05,-10.95318482,31368089,3.06E-05,-10.39432257,62,4.23E-05,-10.0695602
brandenberg,1,3.54E-06,-12.55169928,,,,753,7.35E-10,-21.031559,,,
bras,3,1.06E-05,-11.45308699,9,4.28E-07,-14.66404318,3047890,2.97E-06,-12.72566412,,,
bratwurst,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,41821,4.08E-08,-17.01447034,,,
brave,1,3.54E-06,-12.55169928,96,4.57E-06,-12.29691957,3345968,3.26E-06,-12.63235763,4,2.73E-06,-12.81040022
bravo,1,3.54E-06,-12.55169928,46,2.19E-06,-13.03262636,253380,2.47E-07,-15.21297861,,,
brazil,1,3.54E-06,-12.55169928,132,6.28E-06,-11.97846583,3626872,3.54E-06,-12.5517431,6,4.10E-06,-12.40493512
bread,8,2.83E-05,-10.47225774,399,1.90E-05,-10.87230634,8304579,8.10E-06,-11.72330662,46,3.14E-05,-10.36805319
breadwinner,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,96657,9.43E-08,-16.17670032,1,6.83E-07,-14.19669459
break,20,7.08E-05,-9.555967008,1679,7.99E-05,-9.4353141,39642830,3.87E-05,-10.16020357,111,7.58E-05,-9.487164384
breakdown,2,7.08E-06,-11.8585521,45,2.14E-06,-13.05460527,4355377,4.25E-06,-12.3687025,6,4.10E-06,-12.40493512
breakfast,7,2.48E-05,-10.60578913,313,1.49E-05,-11.11506457,15282143,1.49E-05,-11.11342865,30,2.05E-05,-10.7954972
breaking,9,3.18E-05,-10.3544747,346,1.65E-05,-11.01482898,21156314,2.06E-05,-10.78817528,32,2.19E-05,-10.73095868
breaks,5,1.77E-05,-10.94226137,296,1.41E-05,-11.1709083,10271570,1.00E-05,-11.51073379,33,2.25E-05,-10.70018702
breast,13,4.60E-05,-9.986749924,110,5.23E-06,-12.16078739,28236071,2.75E-05,-10.4995134,8,5.46E-06,-12.11725304
breath,6,2.12E-05,-10.75993981,191,9.08E-06,-11.60899433,8190020,7.99E-06,-11.73719733,5,3.42E-06,-12.58725667
breathed,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,685683,6.69E-07,-14.21745353,2,1.37E-06,-13.5035474
breathing,6,2.12E-05,-10.75993981,239,1.14E-05,-11.3848042,5549694,5.41E-06,-12.12637088,9,6.15E-06,-11.99947001
breed,1,3.54E-06,-12.55169928,252,1.20E-05,-11.33183867,4524546,4.41E-06,-12.33059643,35,2.39E-05,-10.64134652
brethren,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,1425466,1.39E-06,-13.48561489,,,
bribes,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,488972,4.77E-07,-14.55556372,,,
brick,1,3.54E-06,-12.55169928,59,2.81E-06,-12.78373031,4304605,4.20E-06,-12.38042829,35,2.39E-05,-10.64134652
bridge,1,3.54E-06,-12.55169928,351,1.67E-05,-11.00048153,14453665,1.41E-05,-11.16916566,17,1.16E-05,-11.36348124
brief,2,7.08E-06,-11.8585521,71,3.38E-06,-12.59858788,19079862,1.86E-05,-10.89148024,14,9.56E-06,-11.55763726
briefly,2,7.08E-06,-11.8585521,78,3.71E-06,-12.50455893,5531751,5.40E-06,-12.12960927,5,3.42E-06,-12.58725667
bright,12,4.25E-05,-10.06679263,177,8.42E-06,-11.68511802,12567374,1.23E-05,-11.30900958,17,1.16E-05,-11.36348124
brightest,2,7.08E-06,-11.8585521,26,1.24E-06,-13.60317122,1064639,1.04E-06,-13.7774779,2,1.37E-06,-13.5035474
brilliant,3,1.06E-05,-11.45308699,105,4.99E-06,-12.20730741,7506479,7.32E-06,-11.82434716,4,2.73E-06,-12.81040022
brim,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,401480,3.92E-07,-14.75271123,1,6.83E-07,-14.19669459
bring,45,0.00015925,-8.745036791,2629,0.000125036,-8.986908932,49560732,4.84E-05,-9.936914845,208,0.000142075,-8.859156506
bringing,9,3.18E-05,-10.3544747,666,3.17E-05,-10.35997809,12784850,1.25E-05,-11.2918528,28,1.91E-05,-10.86449008
brings,11,3.89E-05,-10.15380401,532,2.53E-05,-10.58462427,16155054,1.58E-05,-11.05788073,36,2.46E-05,-10.61317565
brink,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,818698,7.99E-07,-14.04015368,1,6.83E-07,-14.19669459
bristol,2,7.08E-06,-11.8585521,14,6.66E-07,-14.22221043,699708,6.83E-07,-14.19720585,,,
british,2,7.08E-06,-11.8585521,367,1.75E-05,-10.95590591,2186450,2.13E-06,-13.05783445,13,8.88E-06,-11.63174523
brittany,1,3.54E-06,-12.55169928,29,1.38E-06,-13.49397193,446567,4.36E-07,-14.64627951,1,6.83E-07,-14.19669459
broad,7,2.48E-05,-10.60578913,222,1.06E-05,-11.45859038,17514557,1.71E-05,-10.97708131,22,1.50E-05,-11.10565213
broadcast,1,3.54E-06,-12.55169928,169,8.04E-06,-11.73136904,12323031,1.20E-05,-11.32864372,15,1.02E-05,-11.48864438
broader,1,3.54E-06,-12.55169928,73,3.47E-06,-12.57080832,5638921,5.50E-06,-12.11042094,5,3.42E-06,-12.58725667
broadway,3,1.06E-05,-11.45308699,123,5.85E-06,-12.0490834,762954,7.44E-07,-14.11067121,3,2.05E-06,-13.0980823
broke,19,6.72E-05,-9.607260302,760,3.61E-05,-10.22794932,9549778,9.32E-06,-11.58359576,47,3.21E-05,-10.34654698
broken,10,3.54E-05,-10.24911419,368,1.75E-05,-10.95318482,19724237,1.92E-05,-10.85826549,50,3.42E-05,-10.28467158
broker,1,3.54E-06,-12.55169928,60,2.85E-06,-12.76692319,7651419,7.47E-06,-11.80522255,,,
bronx,1,3.54E-06,-12.55169928,331,1.57E-05,-11.05914938,179267,1.75E-07,-15.55899264,1,6.83E-07,-14.19669459
brook,2,7.08E-06,-11.8585521,12,5.71E-07,-14.37636111,740948,7.23E-07,-14.1399385,,,
brookhaven,2,7.08E-06,-11.8585521,1,4.76E-08,-16.86126776,11330,1.11E-08,-18.32041488,7,4.78E-06,-12.25078444
brooklyn,2,7.08E-06,-11.8585521,916,4.36E-05,-10.04125139,488261,4.76E-07,-14.55701885,9,6.15E-06,-11.99947001
brother,63,0.00022295,-8.408564555,3048,0.000144964,-8.83902684,20919025,2.04E-05,-10.79945464,130,8.88E-05,-9.329160135
brother's,1,3.54E-06,-12.55169928,234,1.11E-05,-11.40594664,870,8.49E-10,-20.88713102,16,1.09E-05,-11.42410586
brothers,12,4.25E-05,-10.06679263,1088,5.17E-05,-9.869171329,7778275,7.59E-06,-11.78877908,58,3.96E-05,-10.13625157
brought,32,0.000113244,-9.085963378,1595,7.59E-05,-9.486638742,36930837,3.60E-05,-10.23106678,143,9.77E-05,-9.233849955
brown,5,1.77E-05,-10.94226137,261,1.24E-05,-11.29674735,13281603,1.30E-05,-11.25373383,59,4.03E-05,-10.11915714
browse,1,3.54E-06,-12.55169928,23,1.09E-06,-13.72577354,19350795,1.89E-05,-10.87738017,,,
browser,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,54349321,5.30E-05,-9.844681551,,,
bruce,1,3.54E-06,-12.55169928,150,7.13E-06,-11.85063246,638339,6.23E-07,-14.28899946,11,7.51E-06,-11.79879931
bruge,4,1.42E-05,-11.16540492,,,,21520,2.10E-08,-17.67888621,,,
brush,1,3.54E-06,-12.55169928,113,5.37E-06,-12.13387994,5070101,4.95E-06,-12.21675293,10,6.83E-06,-11.89410949
bs,1,3.54E-06,-12.55169928,13,6.18E-07,-14.2963184,1028221,1.00E-06,-13.81228355,2,1.37E-06,-13.5035474
bubbly,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,375470,3.66E-07,-14.81969038,,,
buck,3,1.06E-05,-11.45308699,200,9.51E-06,-11.56295039,1939971,1.89E-06,-13.17744065,6,4.10E-06,-12.40493512
bucket,1,3.54E-06,-12.55169928,66,3.14E-06,-12.67161301,2508923,2.45E-06,-12.92026009,8,5.46E-06,-12.11725304
buckeye,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,63867,6.23E-08,-16.59106615,,,
buckhead,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,19552,1.91E-08,-17.77479137,,,
bucks,22,7.79E-05,-9.460656828,2492,0.00011852,-9.040426877,2776165,2.71E-06,-12.81904319,63,4.30E-05,-10.05355986
budapest,2,7.08E-06,-11.8585521,1,4.76E-08,-16.86126776,201530,1.97E-07,-15.4419307,,,
buddhism,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,217533,2.12E-07,-15.36551839,,,
buddy,2,7.08E-06,-11.8585521,309,1.47E-05,-11.12792648,5364988,5.23E-06,-12.16021953,21,1.43E-05,-11.15217215
budget,10,3.54E-05,-10.24911419,506,2.41E-05,-10.63473109,35353289,3.45E-05,-10.27472224,212,0.000144807,-8.840108311
budgets,1,3.54E-06,-12.55169928,62,2.95E-06,-12.73413337,4266118,4.16E-06,-12.38940939,14,9.56E-06,-11.55763726
buffalo,4,1.42E-05,-11.16540492,249,1.18E-05,-11.34381486,1644565,1.60E-06,-13.34263776,33,2.25E-05,-10.70018702
buffet,1,3.54E-06,-12.55169928,189,8.99E-06,-11.61952074,2520843,2.46E-06,-12.9155203,5,3.42E-06,-12.58725667
bug,1,3.54E-06,-12.55169928,136,6.47E-06,-11.94861287,20274956,1.98E-05,-10.83072724,12,8.20E-06,-11.71178794
bugged,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,229195,2.24E-07,-15.31329578,1,6.83E-07,-14.19669459
buggies,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,181035,1.77E-07,-15.54917857,,,
bugs,1,3.54E-06,-12.55169928,362,1.72E-05,-10.96962355,9831258,9.59E-06,-11.55454677,38,2.60E-05,-10.55910843
build,22,7.79E-05,-9.460656828,1051,5.00E-05,-9.903770386,56082477,5.47E-05,-9.81329026,102,6.97E-05,-9.571721772
building,28,9.91E-05,-9.219494771,2027,9.64E-05,-9.24695561,73409244,7.16E-05,-9.544063803,131,8.95E-05,-9.321497262
building's,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,,,,1,6.83E-07,-14.19669459
buildings,13,4.60E-05,-9.986749924,681,3.24E-05,-10.33770545,19114370,1.86E-05,-10.88967326,23,1.57E-05,-11.06120037
built,21,7.43E-05,-9.507176843,732,3.48E-05,-10.26548724,47323837,4.62E-05,-9.983099549,152,0.000103824,-9.172814065
bulb,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,2895150,2.82E-06,-12.77707675,11,7.51E-06,-11.79879931
bull,4,1.42E-05,-11.16540492,211,1.00E-05,-11.50940962,3007674,2.93E-06,-12.73894665,8,5.46E-06,-12.11725304
bullets,2,7.08E-06,-11.8585521,44,2.09E-06,-13.07707812,2005217,1.96E-06,-13.14436139,5,3.42E-06,-12.58725667
bullshit,4,1.42E-05,-11.16540492,143,6.80E-06,-11.89842313,1400057,1.37E-06,-13.50360072,,,
bullying,1,3.54E-06,-12.55169928,28,1.33E-06,-13.52906325,1361059,1.33E-06,-13.5318506,1,6.83E-07,-14.19669459
bum,2,7.08E-06,-11.8585521,45,2.14E-06,-13.05460527,959197,9.36E-07,-13.88177247,2,1.37E-06,-13.5035474
bump,1,3.54E-06,-12.55169928,52,2.47E-06,-12.91002404,2764956,2.70E-06,-12.82308895,2,1.37E-06,-13.5035474
bumper,3,1.06E-05,-11.45308699,40,1.90E-06,-13.1723883,2753280,2.69E-06,-12.82732074,7,4.78E-06,-12.25078444
bumps,2,7.08E-06,-11.8585521,24,1.14E-06,-13.68321393,1089809,1.06E-06,-13.75411122,,,
bums,3,1.06E-05,-11.45308699,20,9.51E-07,-13.86553548,263298,2.57E-07,-15.17458248,1,6.83E-07,-14.19669459
bun,1,3.54E-06,-12.55169928,15,7.13E-07,-14.15321756,559191,5.46E-07,-14.42137785,1,6.83E-07,-14.19669459
bunch,34,0.000120322,-9.025338756,2344,0.000111481,-9.101653606,8935996,8.72E-06,-11.65002606,149,0.000101775,-9.19274828
bunches,4,1.42E-05,-11.16540492,9,4.28E-07,-14.66404318,404041,3.94E-07,-14.74635259,1,6.83E-07,-14.19669459
bunker,2,7.08E-06,-11.8585521,39,1.85E-06,-13.19770611,731877,7.14E-07,-14.15225648,,,
bunny,1,3.54E-06,-12.55169928,112,5.33E-06,-12.14276889,1889346,1.84E-06,-13.20388293,4,2.73E-06,-12.81040022
burden,1,3.54E-06,-12.55169928,103,4.90E-06,-12.22653877,8491755,8.29E-06,-11.70101798,23,1.57E-05,-11.06120037
bureau,4,1.42E-05,-11.16540492,20,9.51E-07,-13.86553548,3407970,3.33E-06,-12.61399687,7,4.78E-06,-12.25078444
bureaucracy,3,1.06E-05,-11.45308699,48,2.28E-06,-12.99006675,1395752,1.36E-06,-13.50668033,21,1.43E-05,-11.15217215
burglar,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,448400,4.38E-07,-14.64218326,11,7.51E-06,-11.79879931
buried,2,7.08E-06,-11.8585521,77,3.66E-06,-12.51746234,5886615,5.74E-06,-12.06743254,2,1.37E-06,-13.5035474
burn,7,2.48E-05,-10.60578913,272,1.29E-05,-11.25546569,8894083,8.68E-06,-11.65472745,38,2.60E-05,-10.55910843
burned,10,3.54E-05,-10.24911419,172,8.18E-06,-11.71377328,4578665,4.47E-06,-12.3187062,24,1.64E-05,-11.01864076
burning,1,3.54E-06,-12.55169928,203,9.65E-06,-11.54806178,10020164,9.78E-06,-11.53551421,41,2.80E-05,-10.48312252
burns,1,3.54E-06,-12.55169928,89,4.23E-06,-12.37263139,2508672,2.45E-06,-12.92036014,8,5.46E-06,-12.11725304
burnt,1,3.54E-06,-12.55169928,105,4.99E-06,-12.20730741,2046924,2.00E-06,-13.12377549,4,2.73E-06,-12.81040022
burst,1,3.54E-06,-12.55169928,33,1.57E-06,-13.3647602,3972361,3.88E-06,-12.46075304,1,6.83E-07,-14.19669459
bury,2,7.08E-06,-11.8585521,37,1.76E-06,-13.25034984,1090520,1.06E-06,-13.75345902,5,3.42E-06,-12.58725667
bus,25,8.85E-05,-9.332823456,887,4.22E-05,-10.07342277,24597311,2.40E-05,-10.63747654,41,2.80E-05,-10.48312252
bused,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,62772,6.12E-08,-16.60835984,,,
buses,2,7.08E-06,-11.8585521,199,9.46E-06,-11.56796293,4196253,4.09E-06,-12.40592169,18,1.23E-05,-11.30632283
bush,9,3.18E-05,-10.3544747,1847,8.78E-05,-9.339949777,11423129,1.11E-05,-11.40447351,72,4.92E-05,-9.920028466
busiest,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,722787,7.05E-07,-14.16475438,2,1.37E-06,-13.5035474
business,90,0.0003185,-8.051889611,7235,0.000344099,-7.974582118,280687568,0.000273866,-8.202871478,307,0.000209697,-8.469846838
businesses,14,4.95E-05,-9.912641951,972,4.62E-05,-9.981911952,34124446,3.33E-05,-10.31009965,42,2.87E-05,-10.45902497
businessman,2,7.08E-06,-11.8585521,41,1.95E-06,-13.14769569,1429887,1.40E-06,-13.48251825,1,6.83E-07,-14.19669459
busing,1,3.54E-06,-12.55169928,11,5.23E-07,-14.46337248,101526,9.91E-08,-16.12755403,,,
bussing,4,1.42E-05,-11.16540492,23,1.09E-06,-13.72577354,41222,4.02E-08,-17.02889686,,,
bust,1,3.54E-06,-12.55169928,94,4.47E-06,-12.31797297,2775528,2.71E-06,-12.81927267,4,2.73E-06,-12.81040022
busted,3,1.06E-05,-11.45308699,82,3.90E-06,-12.45454851,892267,8.71E-07,-13.95410354,1,6.83E-07,-14.19669459
busy,26,9.20E-05,-9.293602743,1605,7.63E-05,-9.480388721,14759714,1.44E-05,-11.14821223,100,6.83E-05,-9.591524399
but,2931,0.010372467,-4.56860034,213543,0.010156166,-4.58967426,796081836,0.000776735,-7.160411682,13861,0.009467786,-4.659860165
buts,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,165597,1.62E-07,-15.63831182,1,6.83E-07,-14.19669459
butt,5,1.77E-05,-10.94226137,350,1.66E-05,-11.0033346,11616671,1.13E-05,-11.38767245,6,4.10E-06,-12.40493512
butter,7,2.48E-05,-10.60578913,200,9.51E-06,-11.56295039,6203541,6.05E-06,-12.01499341,22,1.50E-05,-11.10565213
butterball,1,3.54E-06,-12.55169928,,,,10156,9.91E-09,-18.42980429,,,
button,2,7.08E-06,-11.8585521,255,1.21E-05,-11.32000421,54612417,5.33E-05,-9.839852397,21,1.43E-05,-11.15217215
buttons,1,3.54E-06,-12.55169928,129,6.14E-06,-12.00145535,10855293,1.06E-05,-11.45546088,10,6.83E-06,-11.89410949
butts,1,3.54E-06,-12.55169928,79,3.76E-06,-12.4918199,7761911,7.57E-06,-11.7908851,3,2.05E-06,-13.0980823
buy,59,0.000208794,-8.474161837,4418,0.000210121,-8.467825373,154315268,0.000150565,-8.801115967,563,0.000384558,-7.863414957
buying,14,4.95E-05,-9.912641951,841,4.00E-05,-10.1266761,28115401,2.74E-05,-10.50379617,142,9.70E-05,-9.240867528
buys,1,3.54E-06,-12.55169928,151,7.18E-06,-11.84398792,3515954,3.43E-06,-12.58280277,11,7.51E-06,-11.79879931
by,280,0.000990887,-6.916909678,16365,0.000778324,-7.15836757,3052365076,0.002978184,-5.816441667,1379,0.000941929,-6.967580708
bye,6,2.12E-05,-10.75993981,386,1.84E-05,-10.90543039,3151602,3.08E-06,-12.69220278,272,0.00018579,-8.590892519
bypass,2,7.08E-06,-11.8585521,46,2.19E-06,-13.03262636,3075077,3.00E-06,-12.71678373,1,6.83E-07,-14.19669459
byrd,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,41211,4.02E-08,-17.02916374,,,
byrds,1,3.54E-06,-12.55169928,,,,10889,1.06E-08,-18.36011584,,,
c,39,0.000138016,-8.888137635,76,3.61E-06,-12.53053442,155022356,0.000151255,-8.796544332,40,2.73E-05,-10.50781513
c's,9,3.18E-05,-10.3544747,4,1.90E-07,-15.4749734,271,2.64E-10,-22.05350541,1,6.83E-07,-14.19669459
c.a.h.s.,1,3.54E-06,-12.55169928,,,,,,,,,
cab,6,2.12E-05,-10.75993981,138,6.56E-06,-11.93401407,3214733,3.14E-06,-12.67236937,3,2.05E-06,-13.0980823
cabinet,2,7.08E-06,-11.8585521,61,2.90E-06,-12.75039389,6204697,6.05E-06,-12.01480709,3,2.05E-06,-13.0980823
